Windows 7 SP 1
Version 6.1.7601 (cmd->"ver")
ntdll.dll

Name	Address	Ordinal
NtAlpcSendWaitReceivePort	0000000078EBA0F0	214
NtAlpcSetInformation	0000000078EBA100	215
NtApphelpCacheControl	0000000078EB9D60	216
NtAreMappedFilesTheSame	0000000078EBA110	217
NtAssignProcessToJobObject	0000000078EBA120	218
NtCallbackReturn	0000000078EB98F0	219
NtCancelIoFile	0000000078EB9E70	220
NtCancelIoFileEx	0000000078EBA130	221
NtCancelSynchronousIoFile	0000000078EBA140	222
NtCancelTimer	0000000078EB9EB0	223
NtClearEvent	0000000078EB9C80	224
NtClose	0000000078EB9990	225
NtCloseObjectAuditAlarm	0000000078EB9C50	226
NtCommitComplete	0000000078EBA150	227
NtCommitEnlistment	0000000078EBA160	228
NtCommitTransaction	0000000078EBA170	229
NtCompactKeys	0000000078EBA180	230
NtCompareTokens	0000000078EBA190	231
NtCompleteConnectPort	0000000078EBA1A0	232
NtCompressKey	0000000078EBA1B0	233
NtConnectPort	0000000078EBA1C0	234
NtContinue	0000000078EB9CD0	235
NtCreateDebugObject	0000000078EBA1D0	236
NtCreateDirectoryObject	0000000078EBA1E0	237
NtCreateEnlistment	0000000078EBA1F0	238
NtCreateEvent	0000000078EB9D20	239
NtCreateEventPair	0000000078EBA200	240
NtCreateFile	0000000078EB9DF0	241
NtCreateIoCompletion	0000000078EBA210	242
NtCreateJobObject	0000000078EBA220	243
NtCreateJobSet	0000000078EBA230	244
NtCreateKey	0000000078EB9A70	245
NtCreateKeyTransacted	0000000078EBA240	246
NtCreateKeyedEvent	0000000078EBA250	247
NtCreateMailslotFile	0000000078EBA260	248
NtCreateMutant	0000000078EBA270	249
NtCreateNamedPipeFile	0000000078EBA280	250
NtCreatePagingFile	0000000078EBA290	251
NtCreatePort	0000000078EBA2A0	252
NtCreatePrivateNamespace	0000000078EBA2B0	253
NtCreateProcess	0000000078EBA2C0	254
NtCreateProcessEx	0000000078EB9D70	255
NtCreateProfile	0000000078EBA2D0	256
NtCreateProfileEx	0000000078EBA2E0	257
NtCreateResourceManager	0000000078EBA2F0	258
NtCreateSection	0000000078EB9D40	259
NtCreateSemaphore	0000000078EBA300	260
NtCreateSymbolicLinkObject	0000000078EBA310	261
NtCreateThread	0000000078EB9D80	262
NtCreateThreadEx	0000000078EBA320	263
NtCreateTimer	0000000078EBA330	264
NtCreateToken	0000000078EBA340	265
NtCreateTransaction	0000000078EBA350	266
NtCreateTransactionManager	0000000078EBA360	267
NtCreateUserProcess	0000000078EBA370	268
NtCreateWaitablePort	0000000078EBA380	269
NtCreateWorkerFactory	0000000078EBA390	270
NtDebugActiveProcess	0000000078EBA3A0	271
NtDebugContinue	0000000078EBA3B0	272
NtDelayExecution	0000000078EB9BE0	273
NtDeleteAtom	0000000078EBA3C0	274
NtDeleteBootEntry	0000000078EBA3D0	275
NtDeleteDriverEntry	0000000078EBA3E0	276
NtDeleteFile	0000000078EBA3F0	277
NtDeleteKey	0000000078EBA400	278
NtDeleteObjectAuditAlarm	0000000078EBA410	279
NtDeletePrivateNamespace	0000000078EBA420	280
NtDeleteValueKey	0000000078EBA430	281
